mutation,replicate,time_ns,ligand_pose_rmsd_angstrom
V106A+F227L,1,0.0,0.8025444149971008
V106A+F227L,1,0.2785515320334262,0.8534172773361206
V106A+F227L,1,0.5571030640668524,0.8572321534156799
V106A+F227L,1,0.8356545961002786,0.8565086722373962
V106A+F227L,1,1.1142061281337048,1.5569775104522705
V106A+F227L,1,1.392757660167131,1.6791738271713257
V106A+F227L,1,1.6713091922005572,1.6610853672027588
V106A+F227L,1,1.9498607242339834,1.6593908071517944
V106A+F227L,1,2.2284122562674096,1.597885012626648
V106A+F227L,1,2.506963788300836,1.638758659362793
V106A+F227L,1,2.785515320334262,1.7089898586273193
V106A+F227L,1,3.064066852367688,1.649012565612793
V106A+F227L,1,3.3426183844011144,1.8210663795471191
V106A+F227L,1,3.621169916434541,1.7115200757980347
V106A+F227L,1,3.8997214484679668,1.6153998374938965
V106A+F227L,1,4.178272980501393,1.71524178981781
V106A+F227L,1,4.456824512534819,1.7571206092834473
V106A+F227L,1,4.735376044568246,1.7824352979660034
V106A+F227L,1,5.013927576601672,1.7220284938812256
V106A+F227L,1,5.2924791086350975,1.6254522800445557
V106A+F227L,1,5.571030640668524,1.5655303001403809
V106A+F227L,1,5.84958217270195,1.7117434740066528
V106A+F227L,1,6.128133704735376,1.6428873538970947
V106A+F227L,1,6.406685236768802,1.707456111907959
V106A+F227L,1,6.685236768802229,1.578360676765442
V106A+F227L,1,6.963788300835655,1.65614914894104
V106A+F227L,1,7.242339832869082,1.647889494895935
V106A+F227L,1,7.520891364902507,1.6217765808105469
V106A+F227L,1,7.7994428969359335,1.7134404182434082
V106A+F227L,1,8.07799442896936,1.5766127109527588
V106A+F227L,1,8.356545961002785,1.6927077770233154
V106A+F227L,1,8.635097493036213,1.6820937395095825
V106A+F227L,1,8.913649025069638,1.5523884296417236
V106A+F227L,1,9.192200557103064,1.540265679359436
V106A+F227L,1,9.470752089136491,0.8423058986663818
V106A+F227L,1,9.749303621169917,0.7603312730789185
V106A+F227L,1,10.027855153203344,0.8137969970703125
V106A+F227L,1,10.30640668523677,0.7904621362686157
V106A+F227L,1,10.584958217270195,1.6501749753952026
V106A+F227L,1,10.863509749303622,1.5184078216552734
V106A+F227L,1,11.142061281337048,1.655346393585205
V106A+F227L,1,11.420612813370473,1.5238029956817627
V106A+F227L,1,11.6991643454039,1.5524425506591797
V106A+F227L,1,11.977715877437326,1.5405380725860596
V106A+F227L,1,12.256267409470752,1.4242719411849976
V106A+F227L,1,12.534818941504179,1.3650546073913574
V106A+F227L,1,12.813370473537605,1.5740647315979004
V106A+F227L,1,13.091922005571032,1.8172671794891357
V106A+F227L,1,13.370473537604457,1.5908551216125488
V106A+F227L,1,13.649025069637883,1.5148122310638428
V106A+F227L,1,13.92757660167131,1.6012359857559204
V106A+F227L,1,14.206128133704736,1.4289143085479736
V106A+F227L,1,14.484679665738163,1.651973843574524
V106A+F227L,1,14.763231197771589,1.612081527709961
V106A+F227L,1,15.041782729805014,1.5185390710830688
V106A+F227L,1,15.320334261838441,1.513976812362671
V106A+F227L,1,15.598885793871867,1.6734029054641724
V106A+F227L,1,15.877437325905293,1.3634181022644043
V106A+F227L,1,16.15598885793872,1.4764387607574463
V106A+F227L,1,16.434540389972145,1.6804568767547607
V106A+F227L,1,16.71309192200557,1.7884153127670288
V106A+F227L,1,16.991643454038996,0.9422129392623901
V106A+F227L,1,17.270194986072426,0.9282757043838501
V106A+F227L,1,17.54874651810585,0.9094136357307434
V106A+F227L,1,17.827298050139277,1.3381083011627197
V106A+F227L,1,18.105849582172702,0.951704740524292
V106A+F227L,1,18.384401114206128,0.8479360342025757
V106A+F227L,1,18.662952646239557,0.8699827790260315
V106A+F227L,1,18.941504178272982,1.0327037572860718
V106A+F227L,1,19.220055710306408,1.3880866765975952
V106A+F227L,1,19.498607242339833,1.0368280410766602
V106A+F227L,1,19.77715877437326,0.9680941700935364
V106A+F227L,1,20.055710306406688,1.0516119003295898
V106A+F227L,1,20.334261838440113,1.051096796989441
V106A+F227L,1,20.61281337047354,0.9885546565055847
V106A+F227L,1,20.891364902506965,0.903160035610199
V106A+F227L,1,21.16991643454039,1.0342576503753662
V106A+F227L,1,21.448467966573816,1.8605698347091675
V106A+F227L,1,21.727019498607245,1.8833086490631104
V106A+F227L,1,22.00557103064067,1.8612608909606934
V106A+F227L,1,22.284122562674096,0.8236109018325806
V106A+F227L,1,22.56267409470752,1.174901008605957
V106A+F227L,1,22.841225626740947,1.777998447418213
V106A+F227L,1,23.119777158774376,1.400850772857666
V106A+F227L,1,23.3983286908078,1.0745277404785156
V106A+F227L,1,23.676880222841227,0.8769237995147705
V106A+F227L,1,23.955431754874652,1.0722224712371826
V106A+F227L,1,24.233983286908078,1.160323143005371
V106A+F227L,1,24.512534818941504,1.8716336488723755
V106A+F227L,1,24.791086350974933,1.2318506240844727
V106A+F227L,1,25.069637883008358,1.8117588758468628
V106A+F227L,1,25.348189415041784,1.8284854888916016
V106A+F227L,1,25.62674094707521,1.679255485534668
V106A+F227L,1,25.905292479108635,1.890533685684204
