model,feature,importance_raw,importance_norm,rank,fold
binary_logistic,residue_min_distance_LYS101_angstrom_repstd,0.30579526854026035,0.24998068446120597,1,1
binary_logistic,residue_min_distance_PRO236_angstrom_mean,0.29005089193421435,0.2371100142929519,2,1
binary_logistic,ligand_palm_distance_angstrom_repstd,0.25447038164263686,0.20802375550737326,3,1
binary_logistic,ligand_pose_rmsd_angstrom_mean,0.20204546903745702,0.1651675805298446,4,1
binary_logistic,residue_min_distance_PRO95_angstrom_repstd,0.17091357591470402,0.13971796520862423,5,1
binary_logistic,ligand_palm_distance_angstrom_repstd,0.2747443120402481,0.23981075517395956,1,2
binary_logistic,residue_min_distance_PRO95_angstrom_repstd,0.2625970434698291,0.22920800373739356,2,2
binary_logistic,residue_min_distance_LYS101_angstrom_repstd,0.2569519724445139,0.22428069974504317,3,2
binary_logistic,residue_min_distance_PRO236_angstrom_mean,0.21561898795959425,0.18820317679537757,4,2
binary_logistic,ligand_pose_rmsd_angstrom_mean,0.13575903581875762,0.11849736454822621,5,2
binary_logistic,residue_min_distance_LYS101_angstrom_repstd,0.298711608947029,0.2744110626570237,1,3
binary_logistic,residue_min_distance_PRO236_angstrom_mean,0.21790143590079022,0.20017489374050623,2,3
binary_logistic,ligand_palm_distance_angstrom_repstd,0.2110135270393618,0.1938473244946639,3,3
binary_logistic,residue_min_distance_PRO95_angstrom_repstd,0.1806528202836964,0.16595649750870023,4,3
binary_logistic,ligand_pose_rmsd_angstrom_mean,0.1802758798167451,0.16561022159910582,5,3
binary_logistic,residue_min_distance_LYS101_angstrom_repstd,0.3234292841862609,0.28314062658644945,1,4
binary_logistic,ligand_palm_distance_angstrom_repstd,0.2826361235854029,0.2474289529140157,2,4
binary_logistic,residue_min_distance_PRO95_angstrom_repstd,0.2329646058252775,0.2039448735503101,3,4
binary_logistic,ligand_pose_rmsd_angstrom_mean,0.17522612276137225,0.15339870759630064,4,4
binary_logistic,residue_min_distance_PRO236_angstrom_mean,0.12803590447500834,0.11208683935292407,5,4
binary_logistic,residue_min_distance_LYS101_angstrom_repstd,0.32783485194649786,0.4015496315192647,1,5
binary_logistic,ligand_palm_distance_angstrom_repstd,0.269626529495874,0.33025297012825106,2,5
binary_logistic,residue_min_distance_PRO236_angstrom_mean,0.21896285659299458,0.26819739835248424,3,5
binary_logistic,ligand_pose_rmsd_angstrom_mean,0.0,0.0,4,5
binary_logistic,residue_min_distance_PRO95_angstrom_repstd,0.0,0.0,5,5
