penalty,combo_size,feature_combo,n_features_filtered,cv_folds,low_max_fold,threshold_objective,c_by_fold,threshold_by_fold,c_mean,c_median,threshold_mean,threshold_median,threshold_min,threshold_max,inner_fn_mean,inner_fp_mean,inner_balanced_accuracy_mean,tn,fp,fn,tp,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,roc_auc,average_precision
l1,2,residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.2352362340891233, 0.26834809139250226, 0.4937136865141013, 0.46839101371832614, 0.34139285912205863]",1.0,1.0,0.36141637696722234,0.34139285912205863,0.2352362340891233,0.4937136865141013,0.0,5.0,0.6517857142857142,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.6666666666666667,0.6733469308469309
l1,2,ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 1.0, 10.0]","[0.09978853033730395, 0.38316505316370086, 0.5, 0.35483572524885043, 0.32920433740271005]",4.401999999999999,1.0,0.33339872923051306,0.35483572524885043,0.09978853033730395,0.5,0.0,4.8,0.6642857142857143,3,6,0,10,0.6842105263157895,0.6666666666666666,0.6346153846153846,0.8125,0.6666666666666666,0.6111111111111112,0.6218864468864469
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 1.0]","[0.18567918480560608, 0.19195486749176882, 0.13305253635533953, 0.4627787882635299, 0.32782961801308874]",2.8,1.0,0.26025899898586663,0.19195486749176882,0.13305253635533953,0.4627787882635299,0.0,5.6,0.6107142857142857,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.6,0.6460610661268555
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 1.0, 10.0, 10.0]","[0.2926420825679321, 0.5, 0.28825828924435526, 0.3961470152540837, 0.35054265246726257]",4.401999999999999,1.0,0.3655180079067267,0.35054265246726257,0.28825828924435526,0.5,0.0,5.6,0.6107142857142858,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5888888888888888,0.7045223730517848
l1,2,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 1.0, 1.0, 0.01]","[0.06928034402668337, 0.5, 0.2290284172200402, 0.386688099841928, 0.5]",0.6039999999999999,1.0,0.3369993722177303,0.386688099841928,0.06928034402668337,0.5,0.0,6.4,0.5571428571428572,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4111111111111111,0.5463788907171261
l1,2,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 1.0, 1.0]","[0.5, 0.5, 0.5, 0.4040602650812959, 0.3269189147303566]",0.406,0.01,0.4461958359623305,0.5,0.3269189147303566,0.5,0.0,6.8,0.5267857142857142,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.6444444444444445,0.6930555555555555
l1,2,ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 10.0, 0.01]","[0.5, 0.5, 0.5, 0.19347095741654807, 0.5]",2.008,0.01,0.4386941914833097,0.5,0.19347095741654807,0.5,0.0,7.0,0.5142857142857142,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.5888888888888889,0.6026315789473684
l1,2,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 1.0, 0.01, 0.01]","[0.3827588207401541, 0.3273778306312878, 0.42494414428919136, 0.5, 0.5]",2.404,1.0,0.42701615913212665,0.42494414428919136,0.3273778306312878,0.5,0.0,6.6,0.5428571428571429,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.5777777777777778,0.571329365079365
l1,2,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 1.0, 0.01, 1.0]","[0.5, 0.5, 0.4322628516539958, 0.5, 0.15097861526560008]",0.406,0.01,0.4166482933839192,0.5,0.15097861526560008,0.5,0.0,6.8,0.5267857142857142,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.5666666666666667,0.6702786377708978
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 0.01, 1.0]","[0.3092428419217801, 0.09962851687408836, 0.2841471610813061, 0.5, 0.24846672306614304]",0.8019999999999999,1.0,0.2882970485886635,0.2841471610813061,0.09962851687408836,0.5,0.0,6.0,0.5839285714285714,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.5555555555555556,0.6582053975436328
l1,3,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 10.0, 1.0]","[0.0832057229135994, 0.2990143268070131, 0.2565080364286959, 0.0040938205529530425, 0.3619665193130167]",2.8,1.0,0.20095768520305562,0.2565080364286959,0.0040938205529530425,0.3619665193130167,0.0,4.6,0.675,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8444444444444444,0.9031092436974789
l1,3,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 10.0, 10.0]","[0.20055479600332016, 0.24955346352137942, 0.27126461563960214, 0.1867335850563694, 0.17473203712148333]",4.6,1.0,0.21656769946843085,0.20055479600332016,0.17473203712148333,0.27126461563960214,0.0,4.4,0.6928571428571428,3,6,0,10,0.6842105263157895,0.6666666666666666,0.6346153846153846,0.8125,0.6666666666666666,0.7555555555555555,0.8152272727272727
l1,3,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.2513614437460716, 0.3392947823174849, 0.4013690289476374, 0.4370552035358676, 0.3622007020113803]",1.0,1.0,0.35825623211168833,0.3622007020113803,0.2513614437460716,0.4370552035358676,0.0,5.4,0.625,3,6,0,10,0.6842105263157895,0.6666666666666666,0.6346153846153846,0.8125,0.6666666666666666,0.7,0.6754653679653679
l1,3,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 10.0, 1.0]","[0.24399596314388294, 0.2790593673957611, 0.16807149819813816, 0.001439539158777925, 0.11864339475847785]",2.8,1.0,0.1622419525310076,0.16807149819813816,0.001439539158777925,0.2790593673957611,0.0,5.4,0.6267857142857143,2,7,0,10,0.631578947368421,0.6111111111111112,0.5521885521885521,0.7941176470588236,0.6111111111111112,0.7777777777777778,0.7287193362193363
l1,3,residue_min_distance_PRO225_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 10.0, 1.0]","[0.3548068485143162, 0.43030054192158496, 0.5, 0.2226497888004536, 0.2533244235670842]",2.602,1.0,0.3522163205606878,0.3548068485143162,0.2226497888004536,0.5,0.0,5.0,0.6553571428571429,2,7,0,10,0.631578947368421,0.6111111111111112,0.5521885521885521,0.7941176470588236,0.6111111111111112,0.6000000000000001,0.6309663865546218
l1,3,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.1608156213256845, 0.26798887374979397, 0.5, 0.5, 0.5]",0.40599999999999986,0.01,0.3857608990150957,0.5,0.1608156213256845,0.5,0.0,6.8,0.5285714285714286,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.6777777777777778,0.684304298642534
l1,3,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 1.0, 0.01]","[0.044623354794851466, 0.37411318288407025, 0.5, 0.37511996058503483, 0.5]",0.6039999999999999,1.0,0.3587712996527913,0.37511996058503483,0.044623354794851466,0.5,0.0,5.8,0.6,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5888888888888889,0.6222744360902256
